id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14763705,"Newly Remodeled, Totally Private Suite W/Parking",92075817,Joe,,Ocean View,37.71932,-122.45635,Entire home/apt,158,1,280,7/30/2019,7.89,1,77
14773074,Modern and Chill Luxury in the Heart of SF!,594358,Josh,,South of Market,37.77679,-122.41438,Private room,89,3,49,6/28/2019,1.66,1,0
14773204,The Mission- Streetside Sunny Apt,61995035,Pete And Ivan,,Mission,37.76668,-122.41703,Private room,105,3,163,5/24/2019,4.59,3,136
14773919,5 STAR RATED PRIVATE STUDIO WITH PANORAMIC VIEW,9193625,Terry,,West of Twin Peaks,37.7365,-122.45413,Entire home/apt,97,3,122,7/21/2019,3.79,1,92
14775913,Twin Peaks charm,48003274,Voytek,,Twin Peaks,37.74827,-122.45028,Entire home/apt,285,3,68,7/27/2019,1.94,1,302
14788324,City Refuge w Private Entrance+Spacious Backyard,4381076,Grace,,Ocean View,37.72027,-122.45785,Entire home/apt,108,2,61,7/8/2019,1.72,2,0
14790424,Villa Balboa between Golden Gate Bridge and Park,66527929,Jana And Peter,,Outer Richmond,37.77701,-122.48901,Entire home/apt,199,1,49,1/16/2019,1.55,2,0
14802586,Garden Studio in the Lower Haight,78451071,Michael,,Western Addition,37.77364,-122.43263,Entire home/apt,159,3,92,7/27/2019,2.62,1,103
14804950,"Stylish, cozy, private studio in Bernal Heights",24949158,Angela,,Bernal Heights,37.74569,-122.41758,Entire home/apt,110,1,347,7/30/2019,10.18,2,95
14808208,Inner Sunset Sanctuary,92536054,Cassandra,,Inner Sunset,37.76053,-122.46307,Entire home/apt,166,30,47,7/28/2019,1.34,1,354
14827566,Victorian Room for Simple Well-Being & Convenience,1666254,Kandle,,Western Addition,37.77738,-122.4312,Private room,83,2,211,7/22/2019,5.98,2,33
14841442,"Private room(Green)near CCSF, easy parking, quiet.",86083871,Kina,,West of Twin Peaks,37.72785,-122.45791,Private room,58,30,14,2/12/2019,0.4,10,332
14844247,Beautiful Room in DT San Francisco,20678148,Natalie,,Downtown/Civic Center,37.7877,-122.41367,Private room,53,30,6,5/31/2019,0.19,34,215
14845574,Cole Valley Jewel 1 BR,92916855,Patricia,,Inner Sunset,37.76586,-122.45408,Entire home/apt,130,30,37,4/30/2019,1.05,1,308
14869150,Sunny + Large 1 Bedroom near Fillmore/Divisadero,47112373,Fiona,,Western Addition,37.78517,-122.44438,Entire home/apt,210,3,40,7/7/2019,1.15,1,8
14869325,"Private room(Red) near CCSF, easy parking, quiet.",86083871,Kina,,West of Twin Peaks,37.72767,-122.45858,Private room,58,30,9,6/19/2019,0.26,10,325
14884457,"Private room(White)near CCSF, easy parking, quiet.",86083871,Kina,,West of Twin Peaks,37.72918,-122.45664,Private room,58,30,17,3/28/2019,0.48,10,353
14886240,"Private single room, half bath safe neighborhood",74385949,Carmine,,Inner Richmond,37.77746,-122.44773,Private room,77,1,81,1/2/2018,2.34,1,0
14887262,Bright private room in the Parkside.,24373754,Marcel,,Parkside,37.74255,-122.47917,Private room,8000,1,103,7/15/2019,2.98,1,134
14896984,Gorgeous 3BR/3BA House in Mission District,93497404,Elizabeth,,Mission,37.75241,-122.41126,Entire home/apt,350,30,12,10/31/2017,0.34,1,87
14903530,City Retreat: Stunning Views from All 3 Floors,90631,Dan,,Diamond Heights,37.74132,-122.43705,Entire home/apt,295,5,6,7/29/2019,0.18,1,147
14906353,Cozy Home Bay Bridge Views 1 block to McLaren Park,885283,Limor,,Excelsior,37.72386,-122.41869,Entire home/apt,185,30,8,5/12/2019,0.23,2,364
14907455,1393C Cozy Private Bedroom near Daly City Subway,88062053,Victor,,Ocean View,37.70855,-122.46573,Private room,80,1,197,7/23/2019,5.56,2,162
14910754,4 Bedroom Goldengate Park & Haight Ashbury,93655170,Marc,,Haight Ashbury,37.76891,-122.45314,Entire home/apt,700,30,0,,,1,31
14913056,3 Bedroom Goldengate Park & Haight Ashbury,93680342,Marc,,Haight Ashbury,37.7689,-122.45244,Entire home/apt,200,30,1,11/19/2017,0.05,1,248
14913657,Bea's BnB,83483852,Beatrice,,Inner Richmond,37.7783,-122.45182,Entire home/apt,159,3,69,7/22/2019,2,1,112
14934208,Luxury Harry Potter themed Room in Downtown SF,23626101,Collin,,South of Market,37.77672,-122.41628,Private room,128,1,188,7/30/2019,10.25,2,299
14936250,Private room/bath & entrance -  2 blks from BART,1609621,Katherine,,Outer Mission,37.73065,-122.43037,Private room,129,2,45,7/19/2019,1.28,1,81
14938407,1393A Large Double Beds Room near Daly City Subway,88062053,Victor,,Ocean View,37.70828,-122.46432,Private room,107,1,172,7/21/2019,4.87,2,165
14944663,Cole Valley Casa,1243792,Carolyn,,Haight Ashbury,37.76285,-122.44953,Entire home/apt,400,4,65,6/29/2019,2.04,2,211
14945475,Odeon Luxury Loft,1479964,James,,Downtown/Civic Center,37.78719,-122.40718,Entire home/apt,300,30,2,8/3/2018,0.06,25,179
14948905,Liberty Hill View Home with Parking,93929155,Bob And Joanne,,Mission,37.75805,-122.42255,Entire home/apt,450,4,102,8/4/2019,3.23,1,2
14948986,A quiet bright apt in the middle of NOPA!,1138085,Assaf,,Western Addition,37.77917,-122.44069,Entire home/apt,185,1,1,5/25/2018,0.07,1,0
14950542,Master bedroom at the top of Potrero Hill,260426,Joe,,Potrero Hill,37.75915,-122.40275,Private room,95,4,14,4/12/2019,0.4,4,0
14953903,Living Space with bed and couch,73070632,Tina,,Outer Mission,37.71182,-122.45112,Private room,50,31,1,10/13/2016,0.03,5,0
14963473,Unique home near USF,11883320,Kim,,Inner Richmond,37.77981,-122.45494,Entire home/apt,600,30,13,1/5/2019,0.42,7,355
14969986,Jackson Square/ Ferry Bldg. Pied-a-terre.,94288779,John,,Financial District,37.7978,-122.40058,Entire home/apt,250,60,2,10/23/2018,0.08,1,211
14982368,Private Room in Telegraph Hill Apt with Views,3015985,Raju,,North Beach,37.80037,-122.40354,Private room,90,30,0,,,1,121
14983353,Charming 3BR Victorian in NoPa W/Modern Upgrades,94424109,Jonathan,,Western Addition,37.7778,-122.43854,Entire home/apt,260,30,36,4/19/2017,1.03,1,347
14988703,Mission Bay/SOMA with an Oakland Bay view,94478439,Carole,,Potrero Hill,37.76267,-122.39474,Entire home/apt,200,7,39,7/26/2019,1.12,1,267
14990478,Bedroom in lovely Victorian Garden Flat,71381627,Eddie,,Outer Mission,37.73095,-122.44469,Private room,95,21,331,6/28/2019,9.52,1,69
14992192,#201 Private Room in Hostel-Style House in Bayview,27123550,Jacquelyn,,Bayview,37.73363,-122.38752,Private room,70,30,15,1/31/2019,0.43,4,62
15005046,"1 BD beauty w/pkg, 15 min to dwnt",94659320,Irina And Gregory,,West of Twin Peaks,37.73329,-122.45835,Entire home/apt,180,2,201,7/26/2019,5.73,1,114
15010218,Glen Park Bedroom + Neighborhood Parking,90541912,Rob,,Glen Park,37.73366,-122.43346,Private room,100,3,143,7/7/2019,4.08,4,69
15024335,2-Bedroom Victorian Flat in Dogpatch,48503905,Angie,,Potrero Hill,37.75928,-122.38938,Entire home/apt,550,3,42,6/16/2019,1.22,1,73
15027416,Panoramic Views + Modern Noe Home (Hosted),1577584,Lauren & Mitch,,Noe Valley,37.75152,-122.44197,Entire home/apt,295,1,6,9/27/2018,0.17,3,0
15037623,Fabulous Mission 2 Bdr Condo!,83553465,Jane,,Mission,37.75987,-122.41602,Entire home/apt,475,2,4,9/28/2018,0.12,1,67
15051965,Designers' Garden Retreat,56666480,Bassel,,West of Twin Peaks,37.74325,-122.46906,Entire home/apt,125,2,181,8/3/2019,5.16,1,206
15052541,Luxury Studio Atop Russian Hill,38176732,Molly,,Russian Hill,37.79866,-122.41475,Entire home/apt,NULL,90,0,,,1,359
15055277,501 - PERFECT LOCATION. 2 beds. Sleeps up to 4!,93714995,325,,Financial District,37.7903,-122.40693,Private room,129,1,154,8/3/2019,4.38,12,43
15056192,Quiet Room in Apartment near Golden Gate Park,2853604,Allyse,,Inner Richmond,37.77678,-122.46126,Private room,1049,3,86,4/12/2019,2.45,1,0
15060615,Beautiful/Bright Living Space and 4 Bedrooms,95220454,Wilson,,Ocean View,37.716,-122.45425,Entire home/apt,195,3,29,7/28/2019,0.9,1,2
15067182,Charming Pacific Heights Bed and Breakfast,11218165,Bryn,,Pacific Heights,37.79356,-122.43017,Private room,239,1,77,7/18/2019,2.23,1,11
15069107,"South Beach/SOMA Loft, (Private bedroom and bath)",62907992,Robert,,South of Market,37.77944,-122.39265,Private room,119,1,198,7/18/2019,5.77,1,142
15070065,The Retreat - marijuana FREE space,4249288,Annria,,Excelsior,37.72632,-122.42973,Entire home/apt,120,2,90,7/26/2019,2.61,3,340
15072528,beautiful apartment in great location,3509116,Monty,,Inner Richmond,37.78031,-122.45079,Entire home/apt,125,30,8,6/16/2019,0.24,3,346
15075530,Spacious two-bedroom in San Francisco Victorian,1787588,Tim,,Bayview,37.73504,-122.39281,Entire home/apt,135,2,145,7/23/2019,4.48,1,295
15111599,"Ultimate luxury in chic modern 1br, Best location",51003,Jeremy,,Western Addition,37.77652,-122.42311,Entire home/apt,145,30,2,4/5/2019,0.07,1,0
15126863,Entire Home,14766201,Tom,,Diamond Heights,37.74531,-122.44344,Entire home/apt,225,7,6,1/3/2018,0.18,2,217
15130794,Specious ground floor house in Noe Valley 3B&2B,30418540,Erez,,Noe Valley,37.74421,-122.42507,Entire home/apt,230,3,9,7/22/2019,0.34,1,0
15132100,404 - Clean Hotel Room in PERFECT LOCATION,93714995,325,,Financial District,37.79009,-122.40629,Private room,109,1,227,8/2/2019,6.49,12,29
15132855,Own Floor of Grand Marina Waterfront Home,53614586,Erin,,Marina,37.80515,-122.4357,Entire home/apt,240,2,145,7/31/2019,4.21,2,15
15134083,Luxury 2BR in Haight Ashbury Dist-Buena Vista Park,95958962,Marie,,Haight Ashbury,37.77169,-122.439,Entire home/apt,349,30,19,8/19/2017,0.54,1,0
15149470,"Luxury SOMA Condo with City View, 24-hr Concierge",9113472,Michael,,South of Market,37.78053,-122.39814,Entire home/apt,220,30,0,,,3,364
15150709,Zen Captured Noe Valley House,7728783,Cynthia,,Noe Valley,37.7449,-122.43067,Entire home/apt,350,2,33,6/24/2019,0.95,2,79
15162895,Garden 2BR Condo/Great Location/Lower Pac Heights,3843134,Jack,,Western Addition,37.78577,-122.44146,Entire home/apt,199,30,35,6/28/2019,1.01,1,164
15163770,Beautiful & Sunny Home in Bernal Heights,1680424,Emily,,Bernal Heights,37.73843,-122.42177,Entire home/apt,325,2,32,7/20/2019,1.25,1,31
15166399,"Spacious Charming Guest Suite, Noe Valley",8541411,Vidhu,,Noe Valley,37.75393,-122.43683,Private room,140,3,13,9/29/2018,0.38,2,0
15176931,Bedroom at the top of Potrero Hill,260426,Joe,,Potrero Hill,37.75953,-122.40271,Private room,80,3,47,4/12/2019,1.39,4,0
15177458,Cozy room in Castro Edwardian - 15 min to downtown,1340541,Kayla,,Castro/Upper Market,37.75997,-122.44155,Private room,110,2,21,8/16/2017,0.6,2,0
15177460,The Sea Monster in Nopa,1994513,Kirsten,,Haight Ashbury,37.77492,-122.44027,Private room,150,1,53,5/29/2019,1.56,1,0
15178460,Wyndham Canterbury 1 Bedroom Presidential,26482762,ResortShare1,,Downtown/Civic Center,37.78795,-122.41393,Entire home/apt,336,2,3,2/8/2019,0.34,15,171
15179182,Mid Century Meets Southern Hospitality in Bayview,861262,Lauren,,Bayview,37.73906,-122.38537,Entire home/apt,213,2,235,8/5/2019,7.02,1,32
15189360,Patio Skyline Views from a Hi-Tech Conference-Friendly Haven,702376,Zane,,South of Market,37.77682,-122.40745,Entire home/apt,750,5,12,6/11/2019,1.08,2,87
15194176,Fun mansion for startups and freelancers.,12176788,Jean-Loïck,,North Beach,37.80156,-122.41008,Shared room,80,31,8,6/26/2019,0.23,14,303
15194320,Awesome villa for change makers in North Beach.,12176788,Jean-Loïck,,North Beach,37.80239,-122.41004,Shared room,49,31,14,7/31/2018,0.41,14,329
15194432,Villa for crypto hodlers and risk takers.,12176788,Jean-Loïck,,North Beach,37.80122,-122.40844,Private room,80,31,11,5/20/2019,0.34,14,290
15207802,1Bdrm PRESIDENTIAL CONDO in Wyndham Canterbury,96098402,Wynpoints,,Downtown/Civic Center,37.78967,-122.41188,Private room,299,3,1,4/19/2018,0.06,6,364
15207940,Cozy San Francisco experience in Westwood Park!,96602297,Ha,,West of Twin Peaks,37.72923,-122.46063,Private room,88,1,168,7/11/2019,4.83,1,142
15214880,1 BDRM Deluxe Condo in Wyndham Canterbury,96098402,Wynpoints,,Downtown/Civic Center,37.78782,-122.41374,Private room,399,3,4,7/17/2017,0.12,6,364
15215678,BERNAL HEIGHTS 600 Sqft Private Studio/Bath/Patio,96675573,Jennifer,,Bernal Heights,37.73902,-122.42146,Entire home/apt,125,1,218,7/21/2019,6.3,1,245
15216713,Bernal Nook,127367,Annette,,Bernal Heights,37.74471,-122.42032,Entire home/apt,99,30,5,4/7/2019,0.16,18,361
15217571,1Bdrm LUXURY CONDO Wyndham Canterbury *Great Rate!,96098402,Wynpoints,,Downtown/Civic Center,37.78952,-122.41309,Private room,369,3,0,,,6,364
15218861,Modern CondoWYNDHAM CANTERBURY 1Bdrm w/kitchenette,96098402,Wynpoints,,Downtown/Civic Center,37.78811,-122.41374,Private room,399,3,5,1/9/2019,0.14,6,364
15220043,"Lovely Home, Great Noe Valley/Castro Locale for 5",64579077,Stephen,,Noe Valley,37.7542,-122.44029,Entire home/apt,250,4,49,7/17/2019,1.55,1,263
15222045,Modern Master Suite/Private Bath. Work Desk. SOMA.,96416356,John,,South of Market,37.77496,-122.39624,Private room,159,30,28,2/15/2019,0.83,1,56
15236335,Simplistic Crocker Suite,24973603,Mai,,Crocker Amazon,37.70927,-122.44855,Entire home/apt,115,3,121,8/2/2019,3.52,1,296
15256248,Completely renovated room w/private bath,7433098,Aljosha,,Castro/Upper Market,37.76196,-122.43323,Private room,97,30,9,7/18/2019,0.29,1,324
15258331,2 BR Beautiful Loft in ❤ of SOMA | ✔Washer/Dryer,7884811,Jessy,,South of Market,37.77788,-122.40363,Entire home/apt,549,3,17,5/17/2018,0.49,2,0
15269286,"Comfortable, private, garden level apartment.",33460481,Colin,,Western Addition,37.78029,-122.43447,Entire home/apt,175,30,55,6/30/2019,1.61,1,173
15270397,Bernal Heights Mission Studio,38836,Bernat,,Bernal Heights,37.73612,-122.4211,Entire home/apt,87,30,2,10/28/2018,0.09,40,339
15270469,Glen Park 1 bedroom apartment,97153125,Will,,Glen Park,37.73679,-122.43864,Entire home/apt,118,3,69,7/23/2019,2.77,1,312
15282659,Room in Modern Condo,73070632,Tina,,Outer Mission,37.71034,-122.44854,Private room,65,30,16,3/15/2019,0.47,5,330
15283495,Garden Oasis in the heart of San Francisco,6656178,Robyn,,Western Addition,37.78567,-122.44339,Entire home/apt,150,30,2,3/4/2018,0.08,1,0
15286104,"Worldmark 1BR/2BA:Sleeps4, Walk to DreamForce!",84583753,Hanny,,Chinatown,37.79073,-122.40771,Entire home/apt,800,3,2,11/9/2017,0.06,4,0
15295924,Luxurious North Beach two story Apt,12265488,Pete,,North Beach,37.80512,-122.41087,Entire home/apt,180,30,0,,,2,358
15297353,Brand New Bernal Heights One Bedroom with Garden,34480173,Andrew,,Bernal Heights,37.74185,-122.41875,Entire home/apt,96,30,13,3/17/2018,0.63,1,238
15299001,[10min Moscone] Cozy Room with sunny deck,9757631,Natacha,,Mission,37.75285,-122.41865,Private room,195,30,7,1/14/2018,0.2,1,89
15309962,Guest Room in Luxury Building,37976393,Carl,,South of Market,37.78663,-122.39117,Private room,125,30,14,5/29/2019,0.41,3,318
15311048,Large Mission Dolores Flat in Classic Victorian,20899143,Peter,,Castro/Upper Market,37.76804,-122.42686,Entire home/apt,220,30,6,6/17/2019,0.19,6,362
15311518,Private Bed/Bath in a modern SoMa apt,3557407,Chitra,,South of Market,37.7763,-122.41568,Private room,175,2,106,7/20/2019,3.08,2,12
15314587,Elegant 2BR/1.5BR Apartment - Corp/Extended Stay,97565367,Jo Anne,,Nob Hill,37.79405,-122.41088,Entire home/apt,160,30,2,3/31/2019,0.26,1,239
15321192,Private Room in DT SF - Amazing location in DT,20678148,Natalie,,Downtown/Civic Center,37.78786,-122.41593,Private room,76,30,2,3/10/2019,0.1,34,293
15325569,Wyndham Canterbury 1 Bedroom Condo with Kitchen,96098402,Wynpoints,,Downtown/Civic Center,37.78806,-122.41373,Private room,599,3,0,,,6,364
15327480,"Stylish, Colorful House with Backyard Oasis",1939545,Ray,,Outer Richmond,37.77436,-122.48103,Entire home/apt,300,3,29,6/2/2019,1.13,1,6
15327674,Upscale 2 Bedroom/1.5 Bath with Private Entry,5138158,Barbara,,Inner Richmond,37.77653,-122.47387,Entire home/apt,195,30,63,7/14/2019,1.83,1,163
15329778,Private Condo + Patio | Glen Park,4033215,Zayd,,Outer Mission,37.73303,-122.44208,Entire home/apt,248,30,0,,,1,0
15330348,Spacious.Free Parking.Own Entrance,97717942,Ping,,Diamond Heights,37.7414,-122.44283,Entire home/apt,109,1,283,8/2/2019,8.27,1,92
15330751,Large room in perfect Bernal Heights (Female Only),16510326,Jing,,Bernal Heights,37.73978,-122.41977,Private room,75,1,20,8/2/2019,5.61,1,3
15339049,Stroll to Golden Gate Park from a Modern Oasis,28407268,Rosellen,,Haight Ashbury,37.77182,-122.43915,Entire home/apt,350,30,60,7/20/2019,1.76,1,75
15342398,1bdrm Wyndham Canterbury*SPECIAL BOOK NOW PRICING!,96098402,Wynpoints,,Downtown/Civic Center,37.78809,-122.41196,Private room,339,3,3,1/12/2018,0.1,6,364
15343159,Private Room in Artsy Cozy Family Home,40966464,Michelle,,Visitacion Valley,37.72147,-122.40868,Private room,69,1,340,7/19/2019,9.86,1,165
15344978,Large Room in Noe/Mission 1br w/private entrance,470,Josh,,Noe Valley,37.75071,-122.42521,Private room,68,100000000,8,11/6/2017,0.24,1,0
15346313,"Airy and Eco Three Bedroom Executive Home, Heart of Mission",24910,Maria,,Mission,37.75647,-122.41644,Entire home/apt,400,30,44,7/7/2019,1.29,1,63
15346876,"Bayview Penthouse: Private Bedroom, Bath & Balcony",97865629,Kamal,,Russian Hill,37.80478,-122.4209,Private room,250,1,109,7/18/2019,3.17,2,12
15363435,Lovely Telegraph Hill 2 / 3br. available monthly,17461399,Michelle,,North Beach,37.80025,-122.40425,Entire home/apt,209,30,4,8/11/2018,0.14,1,0
15372200,Serene Contemporary Castro Apartment,1479964,James,,Castro/Upper Market,37.75822,-122.43255,Entire home/apt,180,30,2,6/12/2017,0.07,25,217
15377479,Cozy Updated Studio near Union Square & Hilton!,4430421,Landmark,,Downtown/Civic Center,37.78415,-122.41147,Entire home/apt,75,30,2,10/31/2018,0.1,102,14
15377893,Remodeled 2 Bedroom by Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78489,-122.41505,Entire home/apt,125,30,0,,,102,139
15378306,"1BR: Modern Design, Gorgeous Pacific View (02)",9843013,Chris,,Inner Sunset,37.75487,-122.47402,Entire home/apt,99,30,4,1/4/2019,0.14,2,297
15383658,Beautiful Victorian Bedroom in Mission,17536951,Rob,,Bernal Heights,37.74294,-122.4199,Private room,60,4,117,6/28/2019,3.5,4,13
15393846,Condo Unit in North Beach,7341425,Christine,,North Beach,37.8034,-122.40553,Entire home/apt,250,30,1,8/1/2017,0.04,1,363
15400940,Brand New Luxury Hayes Valley Condo,94538124,Viktor,,Western Addition,37.77727,-122.42474,Entire home/apt,199,30,24,3/17/2017,0.7,1,0
15401372,Spectacular Diamond Heights Views - 3BR,38836,Bernat,,West of Twin Peaks,37.73855,-122.4452,Entire home/apt,149,30,4,4/28/2019,0.3,40,235
15408863,"Peaceful, roomy, homelike - discount for 30+ days",644816,Megan,,Castro/Upper Market,37.76722,-122.43007,Private room,110,30,29,4/20/2019,0.86,1,243
15409616,Savor Golden Gate Bridge and Bay Views from the Deck,98671264,James,,Pacific Heights,37.79637,-122.43138,Entire home/apt,800,2,20,7/29/2019,0.8,1,27
15412358,Noe Valley - Eureka - Castro 1 BD - 1BA,38836,Bernat,,Noe Valley,37.75473,-122.43908,Entire home/apt,107,30,4,12/15/2018,0.12,40,353
15432669,Modern Inner Sunset 1 bedroom apartment,12765917,Nada,,Inner Sunset,37.75678,-122.4674,Private room,150,3,83,7/7/2019,2.43,1,48
15434462,SF Parkside 2 BRs with dinning room&free parking,90349994,Juanjuan,,Parkside,37.73872,-122.48596,Private room,169,1,24,8/4/2019,8.67,1,99
15446546,Luxury 1-Bedroom Apartment by the Bay!,30283594,Kara,,Financial District,37.79083,-122.39149,Entire home/apt,239,30,0,,,27,290
15446815,Lux Furnished 1-Bedroom San Francisco Apartment!,30283594,Kara,,Financial District,37.79059,-122.39104,Entire home/apt,239,30,2,6/14/2017,0.07,27,290
15448752,Private Room in San Francisco - Live like a local,20678148,Natalie,,Downtown/Civic Center,37.78799,-122.41352,Private room,32,30,5,9/10/2018,0.21,34,30
15452448,Spacious Victorian 1x1 w/ Office in Noe Valley!,4430421,Landmark,,Noe Valley,37.7523,-122.4359,Entire home/apt,152,30,0,,,102,154
15453636,"Studio Style Private Room/Bath, Fridge, Microwave",99135583,Danielle,,Ocean View,37.71718,-122.44999,Private room,80,2,125,7/22/2019,3.72,1,79
15454408,Stylish and comfortable studio in Cow Hollow,1479964,James,,Pacific Heights,37.79713,-122.42503,Entire home/apt,160,30,0,,,25,131
15465063,Home with High Walkability,48005494,Zeus,,Outer Mission,37.7325,-122.44126,Entire home/apt,270,30,0,,,254,0
15468915,Kings Landing!,99270779,Jamin,,Haight Ashbury,37.77181,-122.44484,Entire home/apt,299,3,18,6/27/2019,0.58,4,242
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
