id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1920033,Private room with private bathroom,4921,Kevin,,Inner Sunset,37.75389,-122.45802,Private room,120,1,583,8/1/2019,8.39,3,40
1925206,Bedroom Suite with attached Private Bathroom,9971829,Joshua,,Visitacion Valley,37.72198,-122.40758,Private room,100,2,121,8/2/2019,3.52,1,333
1925714,Minimalist Historic Penthouse with Roof Deck,995213,Jason,,Financial District,37.79723,-122.40113,Entire home/apt,180,30,36,7/20/2019,0.57,1,254
1926253,"Cozy, studio garden apartment",9978934,Jennifer,,Excelsior,37.72248,-122.42779,Entire home/apt,80,2,179,7/25/2019,2.73,1,214
1931459,Edwardian Style Pacific Heights 1BD,4141241,Blair,,Pacific Heights,37.79188,-122.43205,Entire home/apt,350,30,65,1/13/2019,0.94,1,203
1931763,Sunny Room Overlooking Charming Side Street,9999808,Matthew,,Mission,37.76118,-122.41911,Private room,150,1,168,7/27/2019,2.54,1,31
1931788,Room in Large Flat in the Mission,836750,Jim,,Mission,37.75168,-122.41979,Private room,135,2,107,7/8/2019,1.94,1,128
1932019,Private garden guest duplex,10001067,Martha,,Inner Sunset,37.75562,-122.46805,Entire home/apt,90,2,121,7/21/2019,1.8,1,291
1932656,Master Suite @ Russian Hill's Panoramic Penthouse,1726785,Sid,,Russian Hill,37.80426,-122.41665,Private room,3500,90,31,10/16/2017,0.47,1,359
1937575,Spacious Sunny 2BD Mission Jewel,10024887,Deborah,,Mission,37.7577,-122.40841,Private room,160,3,19,3/13/2018,0.28,2,0
1940496,Mission designer room w/ private bath,5400914,Bar,,Mission,37.74866,-122.41119,Private room,100,3,83,6/14/2019,2.69,3,0
1944564,Artist Residency in the Mission,812141,Brian,,Mission,37.76429,-122.41276,Entire home/apt,169,2,200,7/28/2019,2.94,1,275
1945508,"Gorgeous, bright, NOPA flat, views",3800640,Julie,,Haight Ashbury,37.76907,-122.43755,Private room,150,3,63,7/15/2019,1.05,2,342
1954514,Sunny Apartment in Upper Castro Street,5080229,Matt,,Castro/Upper Market,37.76359,-122.43455,Private room,165,3,81,3/20/2019,1.19,1,10
1959880,Sunny Bernal Heights Victorian,1600928,Kristina,,Bernal Heights,37.73998,-122.41271,Private room,95,2,99,7/14/2019,2.12,1,321
1970257,Classic Inner Mission Living in an Historic First-Floor Home,7649665,Eoin & Susie,,Mission,37.75114,-122.40786,Entire home/apt,339,5,45,6/30/2019,0.9,2,35
1970756,Beautiful 1bedroom apartment,10162964,Shelley,,Bernal Heights,37.74004,-122.42084,Entire home/apt,104,30,24,8/1/2019,0.35,5,306
1975404,Haight Owner-Designer Apt  & Parking,10197471,Paul,,Haight Ashbury,37.77191,-122.43918,Entire home/apt,325,2,105,7/29/2019,1.54,2,95
1978669,Downtown Loft Private Room + Bath,7722078,K,,Financial District,37.78922,-122.40083,Private room,140,30,10,4/2/2018,0.15,1,37
1979461,Walk to the Waterfront from a High-Tech Studio Flat,6744265,Todd,,South of Market,37.78823,-122.38986,Entire home/apt,157,30,14,4/1/2019,0.29,2,159
1984709,Private Luxury Suite in the Sunset,10240163,Robby And Nona,,Outer Sunset,37.76261,-122.50146,Entire home/apt,125,30,295,1/13/2019,4.3,1,362
1985338,Soak up the Botanical Vibe at a Garden Studio in Bernal,30250,Nichole & Julien,,Bernal Heights,37.73939,-122.41636,Private room,140,3,174,7/22/2019,2.54,1,106
1989997,Tree-house Hideaway in the Haight,9490868,Michelle & Jeffrey,,Haight Ashbury,37.77272,-122.43973,Private room,102,1,273,6/25/2019,3.97,1,317
1992217,Sweeping Views and Dolores Park Pad,10271221,Peter,,Noe Valley,37.75619,-122.42881,Private room,132,2,322,7/28/2019,4.69,1,269
1995487,Mission Loft Boutique Luxury Suite,3485395,Michael,,Mission,37.75994,-122.42138,Private room,297,2,480,10/20/2018,6.96,2,0
1998111,Remodeled Cozy Sunny Room!- BLUE,10220182,Kenix,,Outer Mission,37.72441,-122.43517,Private room,69,2,362,7/20/2019,5.31,4,309
2001534,Wonderful 3 Bedroom apartment!,10162964,Shelley,,Bernal Heights,37.74001,-122.42219,Entire home/apt,259,30,5,1/6/2018,0.1,5,365
2007101,SoMa Luxury Getaway! 1 Bedroom 2 Bed Condo,10330912,Yuliya,,South of Market,37.78019,-122.40601,Entire home/apt,600,4,26,10/14/2018,0.38,1,0
2011311,STUNNING Mission Oasis by 24th BART,4344454,Elliott,,Mission,37.74967,-122.41103,Entire home/apt,160,3,23,9/22/2018,0.38,1,0
2016198,"private bed, bath & kitchenette with ocean view",3639179,Char,,Outer Sunset,37.74575,-122.50032,Private room,84,1,294,8/3/2019,4.38,1,203
2020393,Sunny Mission Flat w/ Garden Deck,10384796,Sandra,,Mission,37.76953,-122.42178,Entire home/apt,197,4,45,7/29/2019,0.67,1,83
2022751,Modern 2 Bd 2 Bath Loft Style Condo,401904,David,,Potrero Hill,37.75516,-122.38867,Entire home/apt,800,3,18,7/25/2019,0.26,1,137
2023326,Perfectly Located Beautiful Home,7292289,Robert,,Inner Richmond,37.78342,-122.46941,Entire home/apt,450,3,4,8/4/2018,0.07,2,8
2026910,Sweet Edwardian NOPA 3Bd w/Views & Parking,7096906,Bree,,Haight Ashbury,37.774,-122.45309,Entire home/apt,550,5,133,7/26/2019,1.98,1,265
2042095,Quiet Pvt Bedroom & Bathroom  / Deck View,3198527,Bruce,,Outer Mission,37.73285,-122.44235,Private room,119,2,268,7/30/2019,4.02,1,320
2046552,Perfect Large/Multi-Family Getaway,10491767,Tom,,Haight Ashbury,37.76913,-122.4456,Entire home/apt,375,7,40,9/7/2017,0.71,2,0
2046634,Sunny / Private Bath / The Green Rm,10220182,Kenix,,Outer Mission,37.72483,-122.43609,Private room,69,2,352,7/17/2019,5.12,4,306
2046807,Charming Private Studio in Mission,8898672,Kevin,,Mission,37.76046,-122.41904,Entire home/apt,149,5,135,7/1/2019,2.07,1,290
2047469,Remodeled Cozy Sunny Room! - RED,10220182,Kenix,,Outer Mission,37.72491,-122.43516,Private room,69,2,371,7/13/2019,5.44,4,307
2049672,SF Mission/Castro Dolores Home,7141098,Joanne,,Mission,37.7625,-122.4226,Entire home/apt,575,5,22,7/5/2019,0.36,1,2
2049955,"Private, Newly-Renovated 1-Br Apt",58930,David,,Inner Richmond,37.77821,-122.46114,Entire home/apt,225,3,168,7/28/2019,2.47,4,84
2056660,Cute Studio Apart w/Lots of Natural Light,10531721,Nadon,,Downtown/Civic Center,37.78172,-122.4214,Entire home/apt,82,60,0,,,1,0
2058119,Private room in Dolores Park Apt,10538306,Javi,,Mission,37.76162,-122.42394,Private room,100,30,82,3/2/2015,1.19,1,278
2062696,Latin Victorian Style n the Mission #2 -1906 Home,4843181,Nancy,,Mission,37.7485,-122.41961,Private room,85,5,121,7/14/2019,1.79,3,331
2063077,Family-friendly BART-able Glen Park Home,9797614,Casey,,Outer Mission,37.73231,-122.43509,Entire home/apt,195,6,20,7/13/2019,0.29,1,164
2072098,Peaceful urban views to inspire,701268,Anita,,Potrero Hill,37.76386,-122.39609,Entire home/apt,160,30,27,12/29/2017,0.41,1,0
2072133,Bright Sunny room w/ amazing views,10594236,Margaret,,Haight Ashbury,37.76587,-122.44329,Private room,86,30,13,12/29/2017,0.2,1,332
2074270,"Amazing Views, WiFi, Bamboo Floors, 100 Walkscore",5735614,Carolyne,,Western Addition,37.78806,-122.43091,Entire home/apt,135,30,33,11/11/2017,0.48,3,32
2074584,"Mission District, Bright and Modern Studio",301914,Autumn And Richie,,Mission,37.76495,-122.42058,Entire home/apt,90,30,173,6/13/2019,2.56,1,235
2077982,NOPA garden apartment,10501924,Karen,,Western Addition,37.77819,-122.43969,Entire home/apt,133,30,118,6/1/2018,1.72,4,354
2081536,Victorian Room in the heart of San Francisco,4389720,Elliot,,Western Addition,37.77352,-122.43444,Private room,65,3,41,7/22/2019,0.74,2,0
2088622,Private Bath / 1/F / The Yellow Rm,10220182,Kenix,,Outer Mission,37.72478,-122.43609,Private room,69,2,344,7/19/2019,5.05,4,302
2093695,Light filled Garden Private room,26952,Jennifer,,Ocean View,37.72218,-122.47012,Private room,65,30,51,4/12/2019,0.76,2,261
2096756,"Sunny home, garaged parking, BART",9950833,Kimberly,,Glen Park,37.73508,-122.43949,Entire home/apt,228,5,44,7/28/2019,0.68,1,30
2104437,"BIG room, Views & Roof Deck. All 5/5 STAR reviews!",2682061,Jose,,Nob Hill,37.7955,-122.41106,Private room,120,30,43,5/4/2019,0.82,4,361
2105840,Room w/priv. bath & kitchen in Vintage Apartment,10729940,Claudia,,Castro/Upper Market,37.76835,-122.43373,Private room,95,30,94,6/15/2019,1.38,1,311
2111361,Civic Center Studio With Parking,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78093,-122.42007,Entire home/apt,150,30,94,7/5/2019,1.38,4,335
2112336,Beautiful private bedroom and bath,10769869,Diksha,,Noe Valley,37.74372,-122.42757,Private room,100,30,43,5/15/2019,0.66,1,75
2115503,Ocean Beach - Kelly's Cove,10785430,Ant,,Outer Richmond,37.77622,-122.50906,Entire home/apt,176,2,220,7/12/2019,4.49,2,5
2119773,"Comfort, Clean, Classy, Convenient",2501567,Bret & Marie,,Ocean View,37.71847,-122.45181,Entire home/apt,130,1,335,7/10/2019,4.98,1,90
2123469,Cozy Giants Room @Golden Gate Park,10829039,Viviane&Lele,,Inner Richmond,37.77373,-122.46313,Private room,125,2,185,7/15/2019,2.83,5,345
2124182,Modern Cottage perfect for work trip or long stay,2993648,Eduardo,,Potrero Hill,37.7591,-122.39731,Entire home/apt,120,30,105,5/11/2019,1.6,2,292
2126868,Jungle Room: Breakfast + Parking + 3 Bathrooms,5565510,Lulu,,West of Twin Peaks,37.73377,-122.46429,Private room,47,2,216,7/18/2019,3.19,5,334
2130640,Modern Spacious 3BR/2BA Victorian - KIDS FRIENDLY,10870100,Han Chyi And Choon Hong,,Western Addition,37.77005,-122.43025,Entire home/apt,350,2,20,7/17/2019,0.3,1,0
2134475,Breakfast with a View Marina room Free Parking,10891326,Sandor Miklos,,Marina,37.79907,-122.44584,Private room,150,2,369,8/4/2019,5.49,1,300
2135871,Nice Clean Furnished Room,4191595,Laura & Larry,,Excelsior,37.73082,-122.42126,Private room,39,30,8,6/11/2019,0.13,6,113
2139562,PARADISE AT SAN FRANCISCO,8037793,Becky,,West of Twin Peaks,37.72925,-122.45896,Private room,195,5,131,7/17/2019,2.13,1,300
2140313,SF Nob Hill Victorian Apt,10923002,Stephanie,,Nob Hill,37.79295,-122.41663,Entire home/apt,150,30,27,9/8/2018,0.41,1,255
2154122,House suitable for business and family travelers,10992775,George,,West of Twin Peaks,37.73644,-122.45666,Entire home/apt,450,3,19,4/11/2019,0.29,1,328
2160504,Comfortable Cozy Suite with Free Parking,8353050,Will,,Outer Mission,37.72685,-122.43873,Private room,90,2,288,8/1/2019,4.36,1,314
2166428,Sunny 1BR Apt in Haight-Ashbury,10934623,Tisa,,Haight Ashbury,37.76688,-122.44646,Entire home/apt,198,30,143,3/16/2019,2.12,1,70
2169208,Cozy San Francisco Garden Apartment,3339995,Pierre,,Western Addition,37.78353,-122.44519,Entire home/apt,97,30,57,3/16/2019,0.91,1,313
2172308,Cozy 3BR Cottage in Pacific Heights,11082476,Chris & Neil,,Pacific Heights,37.78995,-122.43541,Entire home/apt,462,2,97,7/13/2019,1.48,1,201
2175930,Garden Apt in Bernal,11098043,Miegan,,Bernal Heights,37.74682,-122.40566,Entire home/apt,150,1,105,7/18/2019,1.81,1,301
2177440,Charming Eureka Valley/Upper Castro,3474626,Ron,,Castro/Upper Market,37.75791,-122.44273,Private room,120,3,32,7/26/2019,0.65,1,57
2178509,Bernal Heights Architect's Retreat,11111526,Gregg,,Bernal Heights,37.74128,-122.42155,Private room,105,2,387,8/1/2019,5.79,1,294
2188233,FSBC2702-Condo Studio in FIDI South,6774460,Sylvia,,South of Market,37.78789,-122.38948,Entire home/apt,160,30,1,4/4/2016,0.02,11,264
2188308,FSBC2820- FIDI South 2/2 w/ Parking,6774460,Sylvia,,South of Market,37.78826,-122.39156,Entire home/apt,175,30,4,5/10/2017,0.09,11,184
2188507,FSPS4314 Large Junior 1 Bed in SOMA,6774460,Sylvia,,South of Market,37.78726,-122.39068,Entire home/apt,140,30,1,6/24/2017,0.04,11,79
2188561,Entire Sunny 3bd Victorian House,11159971,Nina,,Mission,37.7612,-122.40735,Entire home/apt,449,3,25,7/29/2019,0.37,1,0
2188959,Stylish Jr. 1 bedroom  Next to Duboce Park,10934791,Mollie,,Western Addition,37.7704,-122.43469,Entire home/apt,112,30,5,1/31/2017,0.08,4,65
2188976,Private 1BR in Mission Victorian,10135,Jason,,Mission,37.76456,-122.41383,Private room,101,30,257,6/6/2018,3.83,1,30
2189514,NEW MARINA 1BED AMAZING LOCATION!,11166407,Melise,,Marina,37.80387,-122.42942,Entire home/apt,220,30,28,6/19/2019,0.42,3,278
2189814,Sunny Flat & Private Deck!,5986346,Boris & Kate,,Castro/Upper Market,37.76243,-122.4308,Entire home/apt,900,4,10,9/28/2018,0.15,2,0
2202505,Painted Ladies’ Victorian Cousin,2134483,Amanda,,Western Addition,37.77715,-122.44182,Entire home/apt,399,2,36,7/2/2019,0.54,1,62
2203283,Quiet Harbor for your Journey in SF,8146224,Ming,,Inner Richmond,37.77981,-122.46841,Private room,65,1,337,8/4/2019,5,1,291
2209353,NWPT4832 1 bed condo w partial view,6774460,Sylvia,,North Beach,37.80325,-122.40438,Entire home/apt,179,30,1,9/17/2016,0.03,11,347
2209751,"Clean, quiet and centrally located.",3926041,Jason,,Western Addition,37.77342,-122.43566,Private room,129,2,195,7/29/2019,4.59,1,19
2210105,Mediterranean dream,11273570,Adi,,West of Twin Peaks,37.7331,-122.45736,Private room,500,2,0,,,1,89
2219978,Master Suite with Private Bathroom,368469,Veronica,,Russian Hill,37.7981,-122.41551,Private room,225,31,9,1/11/2018,0.14,1,87
2221057,Private Beach Side 2 bedroom,11331176,Blythe & Michael,,Outer Sunset,37.74663,-122.50487,Entire home/apt,175,4,90,6/17/2019,2.01,1,117
2223743,Private Bernal Heights In-Law Unit,825524,Julie And James,,Bernal Heights,37.73728,-122.4157,Entire home/apt,110,2,169,11/24/2018,2.67,1,0
2233416,MODERN SUNNY 1BED AMAZING MARINA LOCATION!!,11166407,Melise,,Marina,37.80152,-122.43113,Entire home/apt,195,30,26,7/19/2019,0.39,3,326
2234256,A quiet sunny  place with a view,11406448,Kurt,,Bayview,37.71178,-122.38762,Entire home/apt,130,90,13,5/31/2017,0.2,1,365
2236226,"N Beach/Tel Hill 1-Bed, Office Ready",11417078,David,,North Beach,37.80093,-122.40482,Entire home/apt,140,30,93,5/1/2019,1.37,2,337
2238488,Quiet 2BR apartment close to UCSF,11430970,Felix,,Inner Sunset,37.75859,-122.4682,Entire home/apt,279,31,40,12/27/2016,0.62,1,217
2244652,Modern N Beach/Tel Hill Studio,11417078,David,,North Beach,37.79934,-122.4049,Entire home/apt,105,30,95,5/31/2019,1.41,2,360
2254431,Rooms with Spectacular Ocean View  ,11512680,Brent,,Outer Richmond,37.77495,-122.50921,Entire home/apt,398,1,42,7/28/2019,0.65,2,12
2257205,"Oasis to relax, Surrounding views, Family friendly",11527863,Louise,,Pacific Heights,37.79324,-122.43398,Entire home/apt,500,4,38,6/29/2019,0.76,2,93
2263794,Happy & Sunny Bayview Living - South Bedroom ❤️,8371224,Albert,,Bayview,37.73583,-122.38737,Private room,99,2,127,7/28/2019,4.4,3,52
2272343,Gorgeous Large Victorian NOPA Home,11601787,Rob,,Haight Ashbury,37.77422,-122.44628,Entire home/apt,500,3,171,7/25/2019,2.56,1,241
2274353,"Fast WiFi, work desks w monitrs, Netflix, Amzn Vid",11611747,Chris,,Outer Mission,37.72685,-122.43739,Entire home/apt,137,2,238,8/2/2019,3.59,1,39
2277754, Cozy bedroom in the sunny Mission,10024887,Deborah,,Mission,37.75018,-122.40468,Private room,99,3,100,6/28/2019,1.5,2,323
2279254,"DONATELLO Hotel room, Union Square",11638127,Dave,,Downtown/Civic Center,37.7878,-122.40978,Private room,219,1,13,9/28/2018,0.2,5,1
2290365,"Best Location, renovated, clean and great reviews!",1908798,Tal,,Mission,37.76928,-122.42342,Private room,85,31,16,4/16/2018,0.84,2,92
2298930,Private Room in Large Cow Hollow Flat,2917099,Carly & Allie,,Marina,37.79819,-122.44256,Private room,200,1,44,6/28/2019,0.76,2,130
2299196,Great Hayes Valley Studio (#9),3977854,Michael,,Western Addition,37.77662,-122.42414,Entire home/apt,105,30,21,9/29/2017,0.32,5,329
2302408,"Cute & Quiet + Big Workstation, Safe Walkable Area",11758720,Rocky,,Outer Sunset,37.76282,-122.48172,Entire home/apt,105,30,50,6/27/2019,0.81,1,97
2305039,3 Bedroom Super Victorian flat.,9932058,John,,Western Addition,37.77931,-122.43595,Entire home/apt,350,30,85,4/8/2019,1.53,2,165
2310518,Giants & Beach Room @GoldenGatePark,10829039,Viviane&Lele,,Inner Richmond,37.77349,-122.46607,Private room,350,2,3,5/27/2014,0.05,5,363
2310765,Modern Studio in SoMA/Downtown SF,11801205,Thanh,,South of Market,37.78042,-122.39732,Entire home/apt,149,30,20,10/25/2018,0.3,1,354
2311428,Modern  One Bedroom in Bernal Heights,2076797,Brett,,Bernal Heights,37.74552,-122.41195,Entire home/apt,250,2,5,4/7/2019,0.4,1,8
2314849,Garden studio in the Marina,11820504,John,,Marina,37.79953,-122.44663,Entire home/apt,93,30,5,5/1/2019,0.08,3,360
2315086,"Pacific Heights, 2 rooms & parking!",11804983,Ron,,Western Addition,37.78629,-122.4457,Private room,145,3,295,7/21/2019,4.47,1,282
2316478,"""2+BR Beach Cottage-w/Parking+Views""",117610,Angeline,,Seacliff,37.77912,-122.51306,Entire home/apt,139,30,128,6/23/2019,1.95,5,349
2326228,Comfortable garden - deck - parking,11883320,Kim,,Inner Richmond,37.78,-122.45466,Entire home/apt,220,30,30,6/16/2019,0.45,7,364
2337552,Sunny Lower Nob Hill 2BR/1BA Corner,1242450,Craig,,Downtown/Civic Center,37.78885,-122.41139,Entire home/apt,155,30,1,3/5/2016,0.02,1,337
2349483,Secluded quiet private room & bath,11997544,Frances & Dave,,Potrero Hill,37.75935,-122.39867,Private room,130,2,226,7/22/2019,3.86,2,143
2355859,Modern 1 Bedroom Unit in Sunny Potrero,1963037,Robert,,Potrero Hill,37.76217,-122.39543,Entire home/apt,280,4,76,7/11/2019,1.17,2,350
2356554,Bernal Heights - Le Refuge,10436280,Tatiana,,Bernal Heights,37.73352,-122.41706,Entire home/apt,125,2,240,7/30/2019,3.66,1,278
2362619,Cozy and quiet 1 BD in NoPa,5753603,Rahul,,Western Addition,37.7792,-122.44584,Entire home/apt,185,3,68,7/28/2019,1.02,1,0
2366182,"Elegant, View Property-30 Nite Min-$11,000 a Month",40148,Patricia,,Nob Hill,37.79403,-122.41513,Entire home/apt,375,30,23,10/27/2018,0.36,4,354
2372569,SUNNY ROOM 1/2 BLK. FRM G.G. PARK,446698,Frank,,Inner Sunset,37.76298,-122.46185,Private room,99,2,182,7/12/2019,2.77,1,13
2374267,Large Modern San Francisco Home,11298613,Leslie,,West of Twin Peaks,37.73548,-122.4471,Entire home/apt,1950,3,10,6/3/2019,0.16,1,10
2374361,Amazing Victorian Flat Noe Valley,12130768,Robin,,Glen Park,37.73884,-122.42561,Entire home/apt,113,30,16,3/26/2018,0.25,1,276
2387068,"Quiet Neighborhood, Convenient, Street parking",12192591,Peg,,West of Twin Peaks,37.72643,-122.46175,Private room,80,3,79,7/25/2019,1.21,1,283
2391772,Beautiful and cozy Dolores loft,2121006,Michael,,Castro/Upper Market,37.76566,-122.43399,Entire home/apt,136,30,56,5/31/2019,0.85,2,248
2396847,"Luxurious, Modern, Fully-Equipped Studio",10895766,Yelena,,Outer Richmond,37.77915,-122.47857,Entire home/apt,125,3,319,7/23/2019,5.02,1,236
2397852,2King 2baths garden suite w/parking/bus access SF,12062895,Suzy(S.Y.),,Outer Richmond,37.77424,-122.50167,Entire home/apt,306,2,88,8/1/2019,1.86,2,89
2397858,Modern Light Airy House by GG Park/Beach w/parking,12062895,Suzy(S.Y.),,Golden Gate Park,37.77026,-122.49901,Entire home/apt,889,2,50,7/21/2019,1.14,2,86
2404647,Room with a View in Noe Valley,10573209,Audrey,,Noe Valley,37.74802,-122.43521,Private room,89,30,12,10/5/2018,0.19,1,87
2412158,Spectacular View Home in Noe Valley,12328050,Rae,,Noe Valley,37.74869,-122.43213,Entire home/apt,220,30,36,2/10/2019,0.96,2,339
2420887,Upscale Treehouse Studio Cabin WiFi,5392925,Peter,,Castro/Upper Market,37.76609,-122.43509,Entire home/apt,143,4,29,7/22/2019,3.99,2,157
2423948,Furnished Monthly Condo Rental,1479964,James,,South of Market,37.78877,-122.39012,Entire home/apt,179,30,1,8/22/2014,0.02,25,362
2432104,"Clean,Cozy, Garden private room",26952,Jennifer,,Ocean View,37.72776,-122.47043,Private room,60,30,50,5/26/2019,0.76,2,233
2436213,Private Bedroom / bath suite -quiet,6555530,Phyllis,,Outer Mission,37.73227,-122.4482,Private room,80,30,22,6/16/2019,0.35,3,330
2455313,Lovely upscale spacious 3BR+ walk to restaurants,12556651,Jaysa,,Bernal Heights,37.74176,-122.41803,Entire home/apt,325,2,57,7/14/2019,0.88,1,1
2455325,"AMAZING, CHIC & STYLISH SF HOME",331649,Mariam,,Inner Richmond,37.78502,-122.4653,Entire home/apt,295,30,190,12/31/2018,2.87,1,313
2460904,Modern 1BR/1BA next to Waterfront. 1GB Internet.,12583352,Rubeun,,South of Market,37.78289,-122.39365,Entire home/apt,150,30,40,2/4/2019,0.62,1,347
2465543,Luxury 2 bedroom 2 bath flat w/yard,12607337,Mike,,Parkside,37.73811,-122.47358,Entire home/apt,99,30,17,5/31/2019,0.27,1,225
2468125,DONATELLO near Moscone and Union Sq,11638127,Dave,,Downtown/Civic Center,37.78716,-122.40983,Private room,219,1,13,10/4/2017,0.22,5,0
2469485,Hip Remodeled Victorian City Views,12630567,David,,Western Addition,37.77549,-122.43,Entire home/apt,200,30,6,6/2/2014,0.09,1,365
2471457,"Location! Sunny, Quiet City Getaway",5986346,Boris & Kate,,Castro/Upper Market,37.76223,-122.43281,Private room,200,2,214,10/7/2018,3.36,2,0
2477787,Classic Victorian with GG Brdg View,9294456,Hilary,,Outer Richmond,37.78628,-122.4823,Entire home/apt,700,5,1,7/29/2019,1,1,3
2478558,"Donatello hotel room, Union Square, 2 double beds",11638127,Dave,,Downtown/Civic Center,37.78897,-122.40927,Private room,219,1,7,9/28/2018,0.11,5,0
2482884,Lovely Room in Noe Valley Victorian,4745702,Morgan,,Noe Valley,37.74497,-122.42876,Private room,80,3,44,6/18/2019,0.71,1,306
2483759,"Centrally-located, Walk Anywhere!",12707660,Rob,,Western Addition,37.77689,-122.43988,Private room,95,1,123,8/3/2019,1.94,2,296
2486953,1906 Victorian in Noe Valley!,12726391,Vincent,,Noe Valley,37.75338,-122.43592,Entire home/apt,279,3,120,7/31/2019,1.89,1,305
2488520,Downtown Loft in the heart of SOMA,12736013,Gabe,,South of Market,37.7784,-122.40871,Shared room,200,30,93,3/24/2018,1.51,1,364
2488837,Bernal Heights / Glen Park Getaway,5215262,John,,Bernal Heights,37.73291,-122.42569,Entire home/apt,140,31,64,5/31/2019,0.98,4,256
2496086,"view, view and view.",12776533,Victor,,Excelsior,37.72841,-122.42314,Entire home/apt,185,3,215,8/2/2019,3.75,1,252
2496719,Charming Modern Victorian Flat,101879,Purin,,Castro/Upper Market,37.76538,-122.42824,Entire home/apt,125,30,4,2/28/2017,0.06,1,186
2499257,Gracious Corporate Rental House near SF's Major Parks,12791805,Kristi,,Western Addition,37.78295,-122.44476,Entire home/apt,333,30,20,12/30/2018,0.33,2,218
2500662,Art House in Bernal Heights,12798954,Anya,,Bernal Heights,37.73867,-122.41255,Entire home/apt,265,30,4,12/11/2014,0.07,2,325
2502368,Private Room in San Francisco's Mission District,12437454,Luis,,Mission,37.74979,-122.40877,Private room,105,3,75,6/2/2019,1.18,2,212
2502543,Quiet comfortable 2 Bed home in SF,12437454,Luis,,Mission,37.74973,-122.40918,Entire home/apt,215,7,22,7/16/2019,0.34,2,182
2503408,Stylish Pacific Heights 1BR with Bay Views,2378871,Leynete,,Pacific Heights,37.79406,-122.42661,Entire home/apt,200,30,33,6/12/2019,0.64,1,106
2518781,Stylish Spacious Garden Master Studio,672097,Christopher Scott,,Bernal Heights,37.7422,-122.41992,Entire home/apt,164,30,388,7/22/2019,5.91,3,82
2521327,"""Spacious, Airy 1BR/BA, Discounted for >30 day stay""",12908133,Jonelle,,Bayview,37.73254,-122.3884,Entire home/apt,92,30,24,7/14/2019,0.4,1,336
2532756,Great Big Bedroom with big closet!!,12356972,J.R.,,Western Addition,37.78753,-122.44018,Private room,75,30,18,9/28/2015,0.27,1,365
2538807,Cozy suite in quiet area by subway,783438,Phil,,West of Twin Peaks,37.74299,-122.46664,Entire home/apt,69,4,224,7/18/2019,3.42,3,132
2539953,"Unique home. SF, Noe Valley",13005900,Olivier And Alexandra,,Noe Valley,37.74256,-122.43406,Entire home/apt,650,2,127,8/2/2019,1.96,3,199
2545771,"City Retreat with Patio, Firepit and Wooden Hottub",5739451,Daniel,,Bernal Heights,37.73457,-122.41127,Entire home/apt,275,4,16,1/10/2019,0.25,1,0
2550991,Studio in Sublime Location,8520365,Teresa,,Castro/Upper Market,37.75713,-122.43199,Entire home/apt,120,30,32,5/18/2018,0.5,1,140
2551994,Stunning Views from a Modern Home near Dolores Park,1035201,Joy & Peter,,Castro/Upper Market,37.76312,-122.4315,Entire home/apt,198,30,63,1/2/2018,0.96,2,113
2557977,"Mission Luxury, Stunning Backyard, Walk Score 94",7649665,Eoin & Susie,,Mission,37.74992,-122.40822,Private room,105,3,152,5/5/2019,2.7,2,0
2559297,Entire 2BR w/pkg centrally-located!,12707660,Rob,,Haight Ashbury,37.77507,-122.44094,Entire home/apt,235,2,38,8/19/2018,0.59,2,292
2564006,"Contemporary Studio - 30 Night Minimum-$3,650",40148,Patricia,,Nob Hill,37.79439,-122.41502,Entire home/apt,122,30,17,6/6/2018,0.27,4,340
2564140,Colorful  View Apt-30 Night Minimum-$4650 a month,40148,Patricia,,Nob Hill,37.79463,-122.41632,Entire home/apt,157,30,20,7/31/2018,0.31,4,353
2578122,Sunny Victorian - Garden Guestroom,742560,Brian,,Castro/Upper Market,37.76852,-122.42787,Private room,88,4,174,6/24/2019,2.8,3,9
2592518,Freshly Remodeled Two Bedroom Home,13272223,Daniel,,South of Market,37.77669,-122.40927,Entire home/apt,333,2,225,7/10/2019,3.7,1,72
2611820,Mission 1 Bed Apt + Bed in Liv Rm 4 Blocks to BART,101521,Red,,Mission,37.75932,-122.42121,Entire home/apt,290,5,16,6/22/2018,0.24,1,78
2614717,"Luxury Room in Sunset Oasis, near Ocean & GG Park",13389740,Sonia,,Outer Sunset,37.75457,-122.48331,Private room,98,2,64,7/22/2019,0.98,1,21
2620371,Prime Location  1 Bedroom Apartment,216682,Jay,,Pacific Heights,37.79398,-122.42506,Entire home/apt,140,30,12,1/31/2019,0.19,9,299
2629833,Dolores Delight,13471395,Josh,,Mission,37.75392,-122.42502,Entire home/apt,232,30,68,3/30/2019,1.09,4,242
2636716,Studio Apt- Close to Everything,4437415,Mario,,Pacific Heights,37.7937,-122.42497,Entire home/apt,140,30,21,10/11/2017,0.5,1,0
2645189,Sunny 1BR Victorian Flat 30+ Day Stays,6339469,Paul,,Potrero Hill,37.75673,-122.40304,Entire home/apt,126,30,22,5/25/2019,0.35,1,364
